, 1-1-2007
, 2-1-2007
, 3-1-2007
, 4-1-2007
, 5-1-2007
, 6-1-2007
, 7-1-2007
, 8-1-2007
, 9-1-2007
, 10-1-2007
, 11-1-2007
, 12-1-2007
, 1-1-2008
, 2-1-2008
, 3-1-2008
, 4-1-2008
, 5-1-2008
, 6-1-2008
, 7-1-2008
, 8-1-2008
, 9-1-2008
, 10-1-2008
, 11-1-2008
, 12-1-2008
, 1-1-2009
, 2-1-2009
, 3-1-2009
, 4-1-2009
, 5-1-2009
, 6-1-2009
, 7-1-2009
, 8-1-2009
, 9-1-2009
, 10-1-2009
, 11-1-2009
, 12-1-2009
, 1-1-2010
, 2-1-2010
, 3-1-2010
, 4-1-2010
, 5-1-2010
, 6-1-2010
, 7-1-2010
, 8-1-2010
, 9-1-2010
, 10-1-2010
, 11-1-2010
, 12-1-2010
, 1-1-2011
, 2-1-2011
, 3-1-2011
, 4-1-2011
, 5-1-2011
, 6-1-2011
, 7-1-2011
, 8-1-2011
, 9-1-2011
, 10-1-2011
, 11-1-2011
, 12-1-2011
, 1-1-2012
, 2-1-2012
, 3-1-2012
, 4-1-2012
, 5-1-2012
, 6-1-2012
, 7-1-2012
, 8-1-2012
, 9-1-2012
, 10-1-2012
, 11-1-2012
, 12-1-2012
, 1-1-2013
, 2-1-2013
, 3-1-2013
, 4-1-2013
, 5-1-2013
, 6-1-2013
, 7-1-2013
, 8-1-2013
, 9-1-2013
, 10-1-2013
, 11-1-2013
, 12-1-2013
, 1-1-2014
, 2-1-2014
, 3-1-2014
, 4-1-2014
, 5-1-2014
, 6-1-2014
, 7-1-2014
, 8-1-2014
, 9-1-2014
, 10-1-2014
, 11-1-2014
, 12-1-2014
, 1-1-2015
, 2-1-2015
, 3-1-2015
, 4-1-2015
, 5-1-2015
, 6-1-2015
, 7-1-2015
, 8-1-2015
, 9-1-2015
, 10-1-2015
, 11-1-2015
, 12-1-2015
, 1-1-2016
, 2-1-2016
, 3-1-2016
, 4-1-2016
, 5-1-2016
, 6-1-2016
5.945, -0.8000040000000013, -1.529997999999999, 0.6799999999999997, 7-1-2016
2.3099970000000027, 0.6799999999999997, -0.13000100000000003, 0.12000299999999697, 7-2-2016
0.6549989999999966, 0.12000299999999697, 0.21999700000000644, 2.240001999999997, 7-3-2016
3.0800020000000004, 2.240001999999997, -0.9900019999999969, 1.9099999999999966, 7-4-2016
2.25, 1.9099999999999966, -0.11999899999999997, -0.4299999999999997, 7-5-2016
0.8000029999999967, -0.4299999999999997, 0.0, 0.04999899999999968, 7-6-2016
1.269995999999999, 0.04999899999999968, -0.2899969999999996, 1.239998, 7-7-2016
1.7900009999999966, 1.239998, 0.20999899999999627, -0.5499989999999997, 7-8-2016
1.2999989999999997, -0.5499989999999997, -0.45999999999999375, 0.5200009999999935, 7-9-2016
1.0700039999999973, 0.5200009999999935, -0.25, 0.5099980000000031, 7-10-2016
1.1200019999999995, 0.5099980000000031, 0.29000100000000373, -1.5, 7-11-2016
1.9099999999999966, -1.5, 0.060001999999997224, -0.1600000000000037, 7-12-2016
0.629997000000003, -0.1600000000000037, -0.24000199999999694, -0.5999979999999994, 7-13-2016
1.0, -0.5999979999999994, -0.1800009999999972, -0.24000100000000657, 7-14-2016
1.5900000000000034, -0.24000100000000657, -0.4199989999999971, 0.7199979999999968, 7-15-2016
1.139999000000003, 0.7199979999999968, -0.1999969999999962, -0.1600040000000007, 7-16-2016
0.7849999999999966, -0.1600040000000007, -0.1799960000000027, -0.0899999999999963, 7-17-2016
0.744999, -0.0899999999999963, -0.19000299999999726, -0.25, 7-18-2016
0.7900009999999966, -0.25, -0.09999800000000647, -0.3100019999999972, 7-19-2016
0.9199979999999996, -0.3100019999999972, -0.2999989999999997, 0.0, 8-1-2016
0.8400000000000034, 0.0, 0.0, 1.7799989999999966, 8-2-2016
2.1300019999999975, 1.7799989999999966, 0.31000100000000685, 0.43999899999999315, 8-3-2016
0.630001, 0.43999899999999315, 0.2299990000000065, 0.3200039999999973, 8-4-2016
0.7200019999999938, 0.3200039999999973, 0.04999899999999968, -0.5800020000000004, 8-5-2016
0.9299999999999997, -0.5800020000000004, -1.3199990000000028, 1.7299990000000065, 8-6-2016
2.1089979999999997, 1.7299990000000065, 0.010002000000000066, -0.020000000000003126, 8-7-2016
0.7000010000000003, -0.020000000000003126, 0.27999899999999656, 1.8199990000000028, 8-8-2016
2.009998000000003, 1.8199990000000028, -0.5499989999999997, 0.7099990000000034, 8-9-2016
1.0700000000000003, 0.7099990000000034, 0.24000199999999694, 0.7099989999999963, 8-10-2016
0.9099990000000062, 0.7099989999999963, -0.07999799999999624, -0.030003000000000668, 8-11-2016
0.6800009999999972, -0.030003000000000668, 0.11999899999999997, -0.25999800000000306, 8-12-2016
0.38999999999999346, -0.25999800000000306, -0.18999899999999315, -0.060001000000006854, 8-13-2016
0.5900000000000034, -0.060001000000006854, -0.20999899999999627, -1.0300030000000007, 8-14-2016
1.240001999999997, -1.0300030000000007, 0.0, -0.6599999999999966, 8-15-2016
0.9599989999999963, -0.6599999999999966, 0.10000299999999385, 0.5400010000000037, 8-16-2016
