, 1-1-2007
, 2-1-2007
, 3-1-2007
, 4-1-2007
, 5-1-2007
, 6-1-2007
, 7-1-2007
, 8-1-2007
, 9-1-2007
, 10-1-2007
, 11-1-2007
, 12-1-2007
, 1-1-2008
, 2-1-2008
, 3-1-2008
, 4-1-2008
, 5-1-2008
, 6-1-2008
, 7-1-2008
, 8-1-2008
, 9-1-2008
, 10-1-2008
, 11-1-2008
, 12-1-2008
, 1-1-2009
, 2-1-2009
, 3-1-2009
, 4-1-2009
, 5-1-2009
, 6-1-2009
, 7-1-2009
, 8-1-2009
, 9-1-2009
, 10-1-2009
, 11-1-2009
, 12-1-2009
, 1-1-2010
, 2-1-2010
, 3-1-2010
, 4-1-2010
, 5-1-2010
, 6-1-2010
, 7-1-2010
, 8-1-2010
, 9-1-2010
, 10-1-2010
, 11-1-2010
, 12-1-2010
, 1-1-2011
, 2-1-2011
, 3-1-2011
, 4-1-2011
, 5-1-2011
, 6-1-2011
, 7-1-2011
, 8-1-2011
, 9-1-2011
, 10-1-2011
, 11-1-2011
, 12-1-2011
, 1-1-2012
, 2-1-2012
, 3-1-2012
, 4-1-2012
, 5-1-2012
, 6-1-2012
, 7-1-2012
, 8-1-2012
, 9-1-2012
, 10-1-2012
, 11-1-2012
, 12-1-2012
, 1-1-2013
, 2-1-2013
, 3-1-2013
, 4-1-2013
, 5-1-2013
, 6-1-2013
, 7-1-2013
, 8-1-2013
, 9-1-2013
, 10-1-2013
, 11-1-2013
, 12-1-2013
, 1-1-2014
, 2-1-2014
, 3-1-2014
, 4-1-2014
, 5-1-2014
, 6-1-2014
, 7-1-2014
, 8-1-2014
, 9-1-2014
, 10-1-2014
, 11-1-2014
, 12-1-2014
, 1-1-2015
, 2-1-2015
, 3-1-2015
, 4-1-2015
, 5-1-2015
, 6-1-2015
, 7-1-2015
, 8-1-2015
, 9-1-2015
, 10-1-2015
2.4000020000000006, 1.3999999999999986, 0.28999900000000167, 0.7849989999999991, 31.9, 32.974998, 11-1-2015
1.25, 0.7849989999999991, 0.025002000000000635, 0.020000000000003126, 32.974998, 33.02, 11-2-2015
0.27999899999999656, 0.020000000000003126, 0.16999899999999712, -0.6899990000000003, 33.02, 32.5, 11-3-2015
0.6899990000000003, -0.6899990000000003, 0.49000199999999694, -0.7900009999999966, 32.5, 32.200001, 11-4-2015
0.9300009999999972, -0.7900009999999966, 0.2999989999999997, -0.04999899999999968, 32.200001, 32.450001, 11-5-2015
0.3400000000000034, -0.04999899999999968, 0.32999799999999624, -0.7999989999999961, 32.450001, 31.98, 11-6-2015
1.3100009999999962, -0.7999989999999961, 0.029998000000002634, -1.6199990000000035, 31.98, 30.389999, 11-7-2015
2.009998000000003, -1.6199990000000035, -1.279997999999999, 0.09999799999999937, 30.389999, 29.209999, 11-8-2015
1.9100000000000001, 0.09999799999999937, 0.17999999999999972, 2.120001000000002, 29.209999, 31.51, 11-9-2015
3.5499989999999997, 2.120001000000002, 0.00999999999999801, -0.9499999999999993, 31.51, 30.57, 11-10-2015
1.5399999999999991, -0.9499999999999993, -0.5, 0.6900000000000013, 30.57, 30.76, 12-1-2015
1.1700000000000017, 0.6900000000000013, 0.03999899999999812, -1.399999000000001, 30.76, 29.4, 12-2-2015
3.289998999999998, -1.399999000000001, -0.5900009999999973, 0.19000099999999875, 29.4, 29.0, 12-3-2015
1.4000020000000006, 0.19000099999999875, 0.0, -0.37000099999999847, 29.0, 28.629999, 12-4-2015
0.7399999999999984, -0.37000099999999847, -0.4699990000000014, -0.25, 28.629999, 27.91, 12-5-2015
2.0300009999999986, -0.25, 0.0, 0.16999999999999815, 27.91, 28.08, 12-6-2015
1.7999989999999997, 0.16999999999999815, -0.3099999999999987, 0.7700010000000006, 28.08, 28.540001, 12-7-2015
1.1780019999999993, 0.7700010000000006, -0.37000099999999847, 0.75, 28.540001, 28.92, 12-8-2015
1.2999989999999997, 0.75, 0.02000099999999705, -0.520000999999997, 28.92, 28.42, 12-9-2015
1.0900010000000009, -0.520000999999997, -0.10000000000000142, -0.7899990000000017, 28.42, 27.530001, 12-10-2015
1.4899999999999984, -0.7899990000000017, 0.22999900000000295, -0.3199990000000028, 27.530001, 27.440001, 12-11-2015
1.2600000000000016, -0.3199990000000028, -0.02000099999999705, -0.75, 27.440001, 26.67, 12-12-2015
1.4699990000000014, -0.75, -0.240000000000002, 1.029999, 26.67, 27.459999, 12-13-2015
1.4899999999999984, 1.029999, 0.38000100000000003, -0.4799989999999994, 27.459999, 27.360001, 12-14-2015
1.359999000000002, -0.4799989999999994, -0.18000100000000074, -0.10000000000000142, 27.360001, 27.08, 12-15-2015
0.9200000000000017, -0.10000000000000142, 0.040001000000000175, -0.1100009999999969, 27.08, 27.01, 12-16-2015
0.5300000000000011, -0.1100009999999969, -0.2199990000000014, 1.2299989999999994, 27.01, 28.02, 12-17-2015
1.75, 1.2299989999999994, -0.030000000000001137, 1.5, 28.02, 29.49, 12-18-2015
1.650001999999997, 1.5, 0.05000100000000174, 0.04999899999999968, 29.49, 29.59, 12-19-2015
0.9049990000000001, 0.04999899999999968, -0.04999899999999968, 0.30999900000000125, 29.59, 29.85, 12-20-2015
